formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C40H76N4O15	[M + H3N + H]+	C40H80N5O15+	Amino acids and Peptides	0.339	Oligopeptides	0.292	Lipopeptides	0.399	Lipids and lipid-like molecules	0.902	Fatty Acyls	0.876	Fatty amides	0.845	N-acyl amines	0.851	N-acyl amines	0.851	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Glycosyl compounds; Polyols; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	870.566	28	0.460	839146219193865235	839146021600198276	839146021596003971	24	
1	C37H64N2O8	[M - H2O + H]+	C37H63N2O7+	Alkaloids	0.324	Nicotinic acid alkaloids	0.106	Pyridine alkaloids	0.105	Benzenoids	0.921	Benzene and substituted derivatives	0.862	Phenylpropanes	0.823			Phenylpropanes	0.823	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	647.459	28	0.466	839146155994090608	839146019700178472	839146019675012647	1	
1	C50H71N3O21Si7	[M - H2O + H]+	C50H70N3O20Si7+	Carbohydrates	0.939	Saccharides	0.242	Pyrimidine nucleosides	0.327	Organic oxygen compounds	0.998	Organooxygen compounds	0.998	Carbohydrates and carbohydrate conjugates	0.956	Oligosaccharides	0.538	Oligosaccharides	0.538	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Oligosaccharides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; N-acyl-alpha-hexosamines; Polyols; C-glucuronides; Aminosaccharides; Fatty Acyls; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1228.290	28	0.468	839147021178355623	839146020077665840	839146020073471535	3	
1	C51H69N3O22Si6	[M - H2O + H]+	C51H68N3O21Si6+	Carbohydrates	0.970	Aminosugars and aminoglycosides	0.199	Pyrimidine nucleosides	0.466	Organic oxygen compounds	0.999	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.959	Aminosaccharides	0.895	N-acyl-alpha-hexosamines	0.870	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; Hydropyrimidines; C-glycosyl compounds; O-glycosyl compounds; N-acyl-alpha-hexosamines; Polyols; C-glucuronides; Aminosaccharides; Fatty Acyls; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1226.292	28	0.468	839146542717318353	839146020429987392	839146020429987391	7	
1	C49H72O26Si6	[M - H2O + H]+	C49H71O25Si6+	Polyketides	0.762	Macrolides	0.655	Polyene macrolides	0.628	Organic oxygen compounds	0.994	Organooxygen compounds	0.993	Carbohydrates and carbohydrate conjugates	0.983	Oligosaccharides	0.539	Oligosaccharides	0.539	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Pyrans; Alcohols and polyols; Oligosaccharides; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; O-glucuronides; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	1227.293	28	0.470	839146838101180042	839146020190912052	839146020186717747	4	
1	C45H58F3NO11Si6	[M + H3N + H]+	C45H62F3N2O11Si6+	Polyketides	0.696	Macrolides	0.783	Polyene macrolides	0.096	Benzenoids	0.726	Benzene and substituted derivatives	0.753					Benzene and substituted derivatives	0.753	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Carboxylic acid esters; Organofluorides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Benzene and substituted derivatives; Benzenoids; Alkyl halides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1031.292	28	0.471	839146296494892021	839146020971052636	839146020966858331	14	
1	C47H66N4O18Si7	[M - H2O + H]+	C47H65N4O17Si7+	Carbohydrates	0.983	Aminosugars and aminoglycosides	0.472	Pyrimidine nucleosides	0.697	Organic oxygen compounds	0.999	Organooxygen compounds	0.997	Carbohydrates and carbohydrate conjugates	0.957	Aminosaccharides	0.861	N-acyl-alpha-hexosamines	0.759	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Pyrimidones; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Diazines; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; Hydropyrimidines; Glycosylamines; O-glycosyl compounds; N-acyl-alpha-hexosamines; Polyols; Aminosaccharides; Acetamides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1153.274	28	0.471	839146808921406988	839146020627119688	839146020627119687	9	
1	C41H71NO24Si7	[M - H2O + H]+	C41H70NO23Si7+	Carbohydrates	0.986	Saccharides	0.799	Polysaccharides	0.587	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.986	Oligosaccharides	0.852	Oligosaccharides	0.852	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Pyrans; Alcohols and polyols; Oligosaccharides; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucuronides; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; N-acyl-alpha-hexosamines; Polyols; C-glucuronides; Aminosaccharides; Fatty Acyls; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	1140.270	28	0.471	839146914227797723	839146019947642412	839146019939253803	2	
1	C34H58F7N3O14Si6	[M - H2O + H]+	C34H57F7N3O13Si6+	Carbohydrates	0.650	Oligopeptides	0.288	Pyrimidine nucleosides	0.182	Benzenoids	0.831	Phenol ethers	0.590					Phenol ethers	0.590	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Alkyl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	1016.239	28	0.472	839146201376461225	839146020836834900	839146020836834899	12	
1	C35H63N5O14Si7	[M - H2O + H]+	C35H62N5O13Si7+	Amino acids and Peptides	0.806	Oligopeptides	0.985	Lipopeptides	0.625	Organic acids and derivatives	0.995	Carboxylic acids and derivatives	0.986	Amino acids, peptides, and analogues	0.926	Amino acids and derivatives	0.912	Alpha amino acid esters	0.513	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	956.272	28	0.472	839146512140841622	839146020702617164	839146020698422859	10	
